name,birth,start_year,end_year,career,games,타수,득점,안타,이루타,삼루타,홈런,타점,도루,도실,볼넷,사구,삼진,병살,실책,batting_average,birth_month
백인천,1943-11-27T00:00:00Z,1982,1984,3,117,403,67,135,31,2,23,91,13,3,56,4,29,11,0,0.335,11
이춘근,1948-03-01T00:00:00Z,1982,1982,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
윤동균,1949-07-02T00:00:00Z,1982,1989,8,594,1963,263,560,98,21,38,277,41,21,287,7,194,39,7,0.285,7
김우열,1949-09-09T00:00:00Z,1982,1986,5,342,1076,160,299,45,6,41,173,44,16,155,16,141,15,3,0.278,9
임신근,1949-11-28T00:00:00Z,1982,1982,1,2,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,11
권두조,1951-06-10T00:00:00Z,1982,1987,6,587,1603,149,352,53,9,1,112,24,31,157,21,159,35,97,0.22,6
김봉연,1952-01-13T00:00:00Z,1982,1988,7,630,2145,311,596,84,8,110,334,24,18,241,21,187,59,8,0.278,1
이종도,1952-05-22T00:00:00Z,1982,1987,6,482,1284,174,344,69,6,28,176,50,15,154,20,187,26,18,0.268,5
김성관,1952-07-06T00:00:00Z,1982,1984,3,170,499,56,124,25,5,8,61,25,10,34,13,45,15,5,0.248,7
송영운,1952-12-15T00:00:00Z,1982,1988,7,354,817,80,214,30,4,2,84,20,19,103,4,86,13,9,0.262,12
이홍범,1953-02-10T00:00:00Z,1982,1985,4,288,562,84,140,22,2,6,53,16,11,40,6,60,7,8,0.249,2
박준영,1953-02-20T00:00:00Z,1982,1984,3,133,342,34,75,14,0,3,26,0,3,38,1,63,1,4,0.219,2
정현발,1953-02-20T00:00:00Z,1982,1988,7,477,1202,158,313,59,4,46,187,15,19,161,6,204,29,11,0.26,2
김정수,1953-04-02T00:00:00Z,1982,1986,5,345,966,129,226,46,6,23,114,20,18,156,7,137,14,11,0.234,4
천보성,1953-06-11T00:00:00Z,1982,1984,3,171,444,56,106,22,1,8,55,10,5,47,2,41,7,12,0.239,6
김구길,1953-06-16T00:00:00Z,1982,1982,1,32,64,1,13,1,0,0,2,1,1,3,0,15,0,3,0.203,6
이성득,1953-07-21T00:00:00Z,1982,1982,1,52,116,6,22,1,0,0,2,2,2,12,0,8,5,7,0.19,7
김인식,1953-11-09T00:00:00Z,1982,1988,7,663,2167,260,553,67,11,11,153,99,46,107,60,110,38,79,0.255,11
김봉기,1953-12-23T00:00:00Z,1982,1987,6,145,81,36,20,2,1,0,11,5,7,6,5,13,2,1,0.247,12
김일환,1954-01-11T00:00:00Z,1982,1989,8,446,947,88,227,41,3,0,76,8,16,93,5,116,25,20,0.24,1
배대웅,1954-03-02T00:00:00Z,1982,1986,5,355,822,85,213,32,3,11,83,24,7,72,4,52,16,20,0.259,3
정구왕,1954-03-26T00:00:00Z,1982,1986,5,288,712,69,166,11,4,4,49,34,23,41,10,86,16,14,0.233,3
김유동,1954-04-09T00:00:00Z,1982,1985,4,135,378,41,89,15,1,10,41,4,4,14,4,45,10,5,0.235,4
김재박,1954-05-23T00:00:00Z,1982,1992,11,966,3561,512,972,148,26,28,321,284,119,364,45,279,53,134,0.273,5
조흥운,1954-08-13T00:00:00Z,1982,1986,5,282,774,100,187,33,8,5,71,69,29,59,2,105,11,21,0.242,8
김호인,1954-09-12T00:00:00Z,1982,1982,1,64,215,23,60,16,0,6,24,4,2,17,1,21,4,2,0.279,9
손상대,1954-10-20T00:00:00Z,1982,1985,4,31,31,1,6,1,0,0,3,1,0,3,1,11,1,2,0.194,10
함학수,1955-01-02T00:00:00Z,1982,1987,6,481,1330,186,344,59,7,32,185,44,17,83,8,153,27,31,0.259,1
최순하,1955-01-15T00:00:00Z,1982,1982,1,37,82,5,17,0,0,0,5,0,0,10,1,7,1,0,0.207,1
김무관,1955-03-02T00:00:00Z,1982,1985,4,121,326,35,65,12,0,1,20,6,7,26,8,45,9,12,0.199,3
김한근,1955-03-05T00:00:00Z,1982,1990,9,575,1382,153,354,68,5,26,157,17,20,144,17,190,40,23,0.256,3
김바위,1955-04-08T00:00:00Z,1982,1991,10,677,1688,196,409,79,6,48,241,22,16,240,20,269,38,25,0.242,4
박찬,1955-04-26T00:00:00Z,1982,1986,5,121,274,35,69,14,0,2,24,5,3,23,2,51,7,3,0.252,4
배수희,1955-04-30T00:00:00Z,1982,1982,1,22,23,2,5,0,1,0,3,0,0,1,0,4,0,0,0.217,4
김준환,1955-05-19T00:00:00Z,1982,1989,8,668,2170,255,588,76,7,61,285,41,24,171,17,261,67,19,0.271,5
최정우,1955-06-02T00:00:00Z,1982,1984,3,105,141,21,24,2,1,0,8,6,2,13,0,29,3,2,0.17,6
김용운,1955-06-05T00:00:00Z,1982,1990,9,592,1484,127,367,52,4,9,162,10,10,82,17,129,52,51,0.247,6
이광은,1955-06-28T00:00:00Z,1982,1991,10,923,3279,475,929,149,26,90,473,119,60,311,55,313,82,69,0.283,6
서정환,1955-07-05T00:00:00Z,1982,1989,8,712,2277,289,609,75,9,22,199,136,70,213,33,265,39,122,0.267,7
김용희,1955-10-04T00:00:00Z,1982,1989,8,534,1783,201,482,69,10,61,260,15,13,151,18,161,56,51,0.27,10
유지훤,1955-10-04T00:00:00Z,1982,1988,7,627,1807,173,407,54,15,12,187,38,30,106,23,141,54,137,0.225,10
신언호,1955-12-18T00:00:00Z,1982,1990,9,729,2014,183,487,76,12,18,211,42,33,139,14,206,49,31,0.242,12
차동열,1956-01-17T00:00:00Z,1982,1991,9,432,960,84,207,25,3,9,84,12,7,80,10,153,29,59,0.216,1
김우근,1956-01-26T00:00:00Z,1982,1987,6,382,1037,140,263,35,8,11,85,65,24,111,9,111,22,11,0.254,1
정영기,1956-02-29T00:00:00Z,1982,1990,9,744,1963,172,472,57,10,8,162,25,21,144,10,211,46,99,0.24,2
손상득,1956-04-03T00:00:00Z,1982,1988,5,231,381,51,89,6,4,2,34,14,5,20,1,57,7,9,0.234,4
김용달,1956-05-10T00:00:00Z,1982,1988,7,313,590,66,153,28,4,12,71,7,5,77,2,102,24,13,0.259,5
유승안,1956-06-01T00:00:00Z,1982,1991,10,787,2189,238,576,85,3,92,359,15,22,264,10,411,50,37,0.263,6
최정기,1956-07-16T00:00:00Z,1982,1983,2,29,32,4,9,3,0,1,7,0,1,2,0,8,0,0,0.281,7
허규옥,1956-08-08T00:00:00Z,1982,1992,11,833,2507,375,705,97,37,21,225,156,68,221,14,358,31,23,0.281,8
김일권,1956-09-20T00:00:00Z,1982,1991,10,842,2817,364,713,101,16,28,243,363,146,267,22,187,56,27,0.253,9
정학수,1956-12-04T00:00:00Z,1982,1989,6,355,1052,137,283,52,6,6,92,27,20,141,8,92,19,34,0.269,12
금광옥,1956-12-19T00:00:00Z,1982,1988,7,413,1164,113,273,47,4,29,125,6,8,105,8,169,22,18,0.235,12
김경훈,1957-01-10T00:00:00Z,1982,1982,1,29,35,3,3,1,0,0,1,1,0,5,0,9,1,2,0.086,1
이철성,1957-03-14T00:00:00Z,1982,1986,3,108,254,22,62,12,1,0,19,3,6,20,1,16,4,12,0.244,3
박정환,1957-05-25T00:00:00Z,1982,1992,9,385,736,76,172,27,1,22,106,4,7,35,13,154,12,13,0.234,5
김종윤,1957-06-19T00:00:00Z,1982,1986,5,255,575,71,131,23,8,5,48,17,17,58,7,117,11,3,0.228,6
차영화,1957-06-27T00:00:00Z,1982,1989,8,526,1236,136,290,33,4,2,75,80,42,90,11,100,25,46,0.235,6
홍순만,1957-07-11T00:00:00Z,1982,1986,2,14,19,3,1,0,0,0,0,0,0,4,0,3,4,1,0.053,7
김휘욱,1957-08-11T00:00:00Z,1982,1982,1,34,64,5,10,1,1,1,9,0,0,1,0,8,1,1,0.156,8
송진호,1957-08-16T00:00:00Z,1982,1982,1,35,80,11,11,2,0,1,7,3,2,2,0,18,0,0,0.138,8
김용철,1957-09-21T00:00:00Z,1982,1992,11,1024,3415,479,968,192,10,131,555,74,42,369,29,382,109,66,0.283,9
조호,1957-09-22T00:00:00Z,1982,1985,3,73,66,11,15,2,0,0,5,4,2,7,5,16,1,15,0.227,9
박재천,1957-10-10T00:00:00Z,1982,1986,2,14,21,2,3,0,1,0,0,1,0,1,0,3,0,5,0.143,10
장태수,1957-10-15T00:00:00Z,1982,1992,11,991,2532,428,692,110,20,48,291,151,71,331,41,324,40,20,0.273,10
양세종,1958-01-17T00:00:00Z,1982,1990,7,493,1491,166,403,64,11,27,199,35,31,114,17,157,41,64,0.27,1
이윤섭,1958-03-01T00:00:00Z,1982,1982,1,25,31,3,6,2,0,1,5,0,0,2,0,10,1,0,0.194,3
이근식,1958-03-02T00:00:00Z,1982,1982,1,20,27,1,5,1,0,0,1,1,1,1,0,11,0,0,0.185,3
김진철,1958-04-18T00:00:00Z,1982,1982,1,29,46,3,6,1,1,0,4,0,2,3,1,12,1,4,0.13,4
김성한,1958-05-18T00:00:00Z,1982,1995,14,1338,4850,762,1389,247,14,207,781,143,67,483,88,696,91,126,0.286,5
김용만,1958-07-26T00:00:00Z,1982,1982,1,56,102,7,15,3,0,0,7,2,1,6,1,10,3,10,0.147,7
장정기,1958-08-10T00:00:00Z,1982,1985,4,134,308,50,69,16,1,4,30,11,3,39,10,36,4,16,0.224,8
임정면,1958-09-17T00:00:00Z,1982,1988,7,160,291,33,66,8,1,2,15,6,5,25,9,38,3,23,0.227,9
이만수,1958-09-19T00:00:00Z,1982,1997,16,1449,4310,625,1276,193,7,252,861,52,47,554,118,490,140,61,0.296,9
박용성,1958-09-30T00:00:00Z,1982,1988,7,359,922,108,238,34,4,43,145,12,13,94,18,158,29,13,0.258,9
김경문,1958-11-01T00:00:00Z,1982,1991,10,700,1494,119,329,60,1,6,126,17,19,89,21,150,24,45,0.22,11
김광수,1959-01-03T00:00:00Z,1982,1992,11,1046,3457,434,859,116,13,27,306,189,101,393,50,267,88,73,0.248,1
박전섭,1959-02-04T00:00:00Z,1982,1985,4,68,152,12,32,5,1,0,12,0,1,7,2,22,5,8,0.211,2
조충열,1959-02-25T00:00:00Z,1982,1990,9,564,1163,104,251,35,4,3,66,15,11,71,14,118,45,68,0.216,2
최영환,1959-02-28T00:00:00Z,1982,1989,5,134,255,22,50,7,3,4,25,0,2,18,3,47,9,14,0.196,2
이경수,1959-05-27T00:00:00Z,1982,1982,1,28,59,9,11,3,1,0,3,1,0,2,1,8,1,0,0.186,5
양승관,1959-06-02T00:00:00Z,1982,1990,8,444,1334,150,330,66,6,31,154,14,19,99,12,202,29,26,0.247,6
이근식,1959-06-23T00:00:00Z,1982,1986,5,249,477,47,111,16,1,1,41,10,4,34,9,47,11,2,0.233,6
김재상,1959-07-06T00:00:00Z,1982,1991,8,391,676,121,158,20,4,4,52,88,39,72,9,79,9,17,0.234,7
엄태섭,1959-07-17T00:00:00Z,1982,1984,3,44,105,8,19,3,0,0,6,2,0,4,0,14,1,1,0.181,7
허운,1959-08-18T00:00:00Z,1982,1984,3,76,192,17,44,4,0,2,12,0,0,7,2,28,1,26,0.229,8
김종모,1959-11-01T00:00:00Z,1982,1992,11,850,2739,329,815,111,10,82,395,26,31,250,15,257,105,29,0.298,11
김경남,1959-11-05T00:00:00Z,1982,1988,7,360,852,71,178,33,8,7,61,6,5,47,4,120,25,12,0.209,11
정종현,1959-12-05T00:00:00Z,1982,1987,6,147,271,32,60,8,2,11,31,1,4,20,10,34,8,7,0.221,12
오대석,1960-01-02T00:00:00Z,1982,1991,10,723,2055,249,514,77,7,36,248,41,20,250,22,263,47,100,0.25,1
정문섭,1960-04-04T00:00:00Z,1982,1985,3,75,136,13,25,3,0,4,13,0,2,16,1,36,1,2,0.184,4
정혁진,1960-07-05T00:00:00Z,1982,1983,2,95,217,19,52,8,1,3,25,3,2,7,3,29,3,4,0.24,7
조범현,1960-10-01T00:00:00Z,1982,1992,11,615,1091,102,219,37,5,12,107,15,15,64,3,179,16,38,0.201,10
송경섭,1960-11-26T00:00:00Z,1982,1982,1,53,152,9,30,9,1,2,20,2,1,12,5,41,4,13,0.197,11
이상윤,1960-12-21T00:00:00Z,1982,1982,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12
신경식,1961-08-19T00:00:00Z,1982,1995,14,1364,4650,559,1282,208,38,56,560,156,75,384,54,346,72,65,0.276,8
이찬선,1962-05-21T00:00:00Z,1982,1982,1,22,56,2,3,0,0,0,3,0,0,1,1,11,2,1,0.054,5
김진홍,1962-09-10T00:00:00Z,1982,1989,6,55,63,5,15,1,1,0,3,1,1,5,0,5,1,2,0.238,9
문주모,1962-11-14T00:00:00Z,1982,1982,1,11,14,1,1,0,0,0,0,0,0,1,0,4,1,0,0.071,11
최영조,1963-01-15T00:00:00Z,1982,1982,1,25,32,1,5,0,0,0,1,1,0,5,0,11,1,1,0.156,1
구재서,1963-08-15T00:00:00Z,1982,1989,6,171,33,61,4,1,0,0,2,10,7,2,1,5,2,2,0.121,8
구천서,1963-08-15T00:00:00Z,1982,1993,12,836,1864,269,455,61,16,22,177,75,37,245,35,330,30,73,0.244,8
박종호,1964-12-07T00:00:00Z,1982,1982,1,4,4,0,2,0,0,0,2,0,0,1,0,0,1,2,0.5,12
우용득,1950-02-13T00:00:00Z,1983,1983,1,14,18,0,2,0,0,0,1,0,0,2,0,5,0,0,0.111,2
이해창,1953-04-23T00:00:00Z,1983,1988,6,577,1873,317,508,88,19,32,181,144,81,225,17,239,23,5,0.271,4
심재원,1953-07-30T00:00:00Z,1983,1991,9,551,1128,102,240,27,1,10,90,21,8,88,14,143,17,42,0.213,7
조종규,1955-10-08T00:00:00Z,1983,1984,2,46,48,2,3,0,0,1,1,1,0,5,2,16,2,3,0.062,10
김대진,1955-12-22T00:00:00Z,1983,1987,5,269,568,61,135,17,2,8,46,5,2,52,14,77,8,9,0.238,12
정진호,1956-06-23T00:00:00Z,1983,1990,8,448,1035,110,261,43,4,6,89,25,25,103,14,142,25,75,0.252,6
장효조,1956-07-06T00:00:00Z,1983,1992,10,961,3050,485,1009,157,36,54,437,109,61,506,27,289,31,11,0.331,7
유두열,1956-10-29T00:00:00Z,1983,1991,9,734,2224,298,588,102,14,58,268,56,40,256,47,220,47,28,0.264,10
정구선,1956-12-15T00:00:00Z,1983,1990,8,768,2574,308,644,93,5,84,316,18,20,365,33,283,53,54,0.25,12
우경하,1957-10-15T00:00:00Z,1983,1988,6,322,854,77,192,26,3,17,70,5,12,39,21,137,19,14,0.225,10
박승호,1958-02-09T00:00:00Z,1983,1993,11,947,2485,312,685,125,5,87,432,20,18,295,51,273,53,5,0.276,2
김진우,1958-09-24T00:00:00Z,1983,1989,6,471,1453,168,363,62,5,43,173,16,13,196,25,240,52,38,0.25,9
장진범,1959-01-02T00:00:00Z,1983,1987,5,140,214,18,49,9,0,0,22,4,4,7,2,25,9,14,0.229,1
박종훈,1959-06-12T00:00:00Z,1983,1989,7,679,2209,281,640,94,17,32,231,71,40,213,21,145,28,14,0.29,6
송일섭,1959-08-17T00:00:00Z,1983,1990,8,613,1512,183,389,73,4,39,163,15,14,170,39,227,31,11,0.257,8
박영태,1959-08-25T00:00:00Z,1983,1992,10,677,1345,170,305,40,11,2,106,50,24,102,19,213,25,82,0.227,8
김석일,1959-11-26T00:00:00Z,1983,1987,5,223,402,41,94,13,3,6,35,8,5,55,7,64,6,2,0.234,11
양승호,1960-01-10T00:00:00Z,1983,1986,4,195,413,33,92,14,2,4,41,5,3,28,13,44,16,18,0.223,1
김종근,1960-03-16T00:00:00Z,1983,1983,1,12,10,0,2,0,0,0,0,0,0,0,0,1,0,2,0.2,3
황병일,1960-03-22T00:00:00Z,1983,1990,8,368,676,67,149,26,5,9,64,16,16,64,10,124,20,4,0.22,3
김성호,1960-03-26T00:00:00Z,1983,1985,3,140,247,27,47,6,1,3,17,12,6,14,3,42,6,22,0.19,3
최홍석,1960-03-28T00:00:00Z,1983,1991,7,311,611,42,146,22,0,8,62,3,0,40,9,97,24,0,0.239,3
김문영,1960-04-24T00:00:00Z,1983,1988,6,191,283,24,53,10,0,1,20,4,4,16,1,47,8,4,0.187,4
박철영,1960-05-22T00:00:00Z,1983,1988,6,200,379,39,80,19,3,5,36,3,4,34,3,97,6,11,0.211,5
홍승규,1960-06-20T00:00:00Z,1983,1990,8,497,1199,173,303,46,5,18,98,39,36,115,8,167,16,9,0.253,6
김호근,1960-06-29T00:00:00Z,1983,1993,11,690,1570,140,375,72,10,26,180,9,10,124,7,263,51,33,0.239,6
한대화,1960-07-08T00:00:00Z,1983,1997,15,1331,4264,610,1190,199,20,163,712,79,52,608,33,567,118,172,0.279,7
유성룡,1960-07-18T00:00:00Z,1983,1985,3,38,66,4,16,1,0,0,12,2,1,1,2,12,2,3,0.242,7
이광길,1960-08-04T00:00:00Z,1983,1992,9,561,1256,148,288,56,7,7,120,48,36,206,19,183,32,50,0.229,8
김정수,1960-10-13T00:00:00Z,1983,1985,3,181,457,46,102,18,5,7,50,9,6,57,2,106,10,6,0.223,10
이성수,1960-10-23T00:00:00Z,1983,1986,3,55,85,12,16,3,1,0,8,6,4,7,1,13,0,0,0.188,10
김동재,1960-10-31T00:00:00Z,1983,1993,11,566,1326,166,347,62,8,30,166,27,26,112,27,185,36,36,0.262,10
이선웅,1961-02-11T00:00:00Z,1983,1992,10,878,2633,223,666,102,7,23,282,35,26,233,32,250,99,71,0.253,2
한문연,1961-04-10T00:00:00Z,1983,1992,10,663,1490,119,381,68,4,14,163,8,10,144,11,123,41,49,0.256,4
김근석,1962-06-18T00:00:00Z,1983,1988,6,394,1020,92,258,44,0,14,98,8,14,57,28,107,23,35,0.253,6
박해종,1952-09-09T00:00:00Z,1984,1985,2,43,84,2,18,3,0,0,11,0,0,8,1,10,3,3,0.214,9
이삼열,1955-03-10T00:00:00Z,1984,1984,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
김성호,1955-09-01T00:00:00Z,1984,1987,3,33,32,1,5,1,0,0,0,0,0,4,1,7,0,0,0.156,9
김진근,1956-03-16T00:00:00Z,1984,1987,4,109,84,21,14,2,0,1,6,4,4,4,1,9,5,5,0.167,3
유제룡,1956-08-11T00:00:00Z,1984,1986,2,77,167,17,34,3,1,0,8,5,5,14,0,23,3,1,0.204,8
홍희섭,1957-02-08T00:00:00Z,1984,1985,2,15,13,3,6,1,0,0,1,0,0,0,0,3,0,0,0.462,2
이석규,1957-02-13T00:00:00Z,1984,1986,2,72,109,12,18,3,0,2,8,1,0,15,0,22,5,4,0.165,2
정인교,1957-12-23T00:00:00Z,1984,1987,4,48,58,3,8,1,0,0,4,0,0,4,2,10,6,2,0.138,12
김경표,1960-04-29T00:00:00Z,1984,1989,6,245,413,45,97,12,4,3,36,16,8,50,2,68,8,21,0.235,4
김상훈,1960-07-06T00:00:00Z,1984,1995,12,1143,4101,449,1181,210,31,72,572,50,25,356,38,454,113,59,0.288,7
김이수,1960-08-04T00:00:00Z,1984,1986,3,99,155,25,26,6,1,2,10,7,7,9,1,29,2,4,0.168,8
강정남,1960-08-14T00:00:00Z,1984,1984,1,22,50,5,5,3,0,0,2,0,0,2,1,13,0,1,0.1,8
사인상,1960-12-18T00:00:00Z,1984,1986,2,8,9,1,2,1,0,0,0,0,0,0,0,4,0,1,0.222,12
김광림,1961-03-09T00:00:00Z,1984,1999,16,1630,4760,619,1358,194,50,35,431,170,101,480,25,537,58,30,0.285,3
김민호,1961-04-28T00:00:00Z,1984,1996,13,1207,3779,488,1050,221,27,106,606,64,28,491,27,560,77,63,0.278,4
김명구,1961-05-15T00:00:00Z,1984,1988,5,112,94,6,16,0,0,1,5,1,1,9,0,15,0,1,0.17,5
김영균,1961-07-12T00:00:00Z,1984,1988,5,211,394,34,91,17,1,7,39,5,4,45,10,68,20,1,0.231,7
조성옥,1961-08-25T00:00:00Z,1984,1995,12,917,2148,227,532,78,17,5,211,38,43,229,24,218,30,13,0.248,8
김성래,1961-12-03T00:00:00Z,1984,2000,17,1277,3633,490,1008,170,10,147,595,24,24,502,95,620,88,89,0.277,12
배원영,1962-01-15T00:00:00Z,1984,1986,2,7,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
김한조,1962-01-25T00:00:00Z,1984,1988,5,225,348,38,75,12,1,6,36,4,3,44,2,61,5,2,0.216,1
정성룡,1964-05-19T00:00:00Z,1984,1995,11,528,1015,117,231,46,1,27,125,9,5,158,12,206,19,6,0.228,5
임창호,1959-01-05T00:00:00Z,1985,1985,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
이승희,1959-04-03T00:00:00Z,1985,1992,7,556,1311,163,338,48,22,17,120,35,26,126,6,232,29,67,0.258,4
박명운,1959-07-17T00:00:00Z,1985,1985,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
박기수,1959-11-27T00:00:00Z,1985,1985,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
이순철,1961-04-18T00:00:00Z,1985,1998,14,1388,4775,768,1252,217,30,145,612,371,145,544,81,687,130,55,0.262,4
김명성,1961-08-24T00:00:00Z,1985,1986,2,92,134,16,23,3,1,0,7,2,6,15,1,21,1,2,0.172,8
최재은,1961-08-24T00:00:00Z,1985,1985,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8
양후승,1961-09-11T00:00:00Z,1985,1992,7,387,450,83,101,15,3,6,32,17,17,62,3,103,7,14,0.224,9
김영신,1961-11-09T00:00:00Z,1985,1986,2,22,32,1,5,0,0,0,2,0,0,1,0,5,1,2,0.156,11
박흥식,1962-01-05T00:00:00Z,1985,1993,9,660,2024,252,519,65,25,12,189,73,45,261,46,218,37,15,0.256,1
이병억,1962-01-05T00:00:00Z,1985,1986,2,24,8,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1
탁재원,1962-01-14T00:00:00Z,1985,1985,1,10,14,0,4,1,0,0,0,0,1,1,0,1,0,0,0.286,1
홍순호,1962-01-21T00:00:00Z,1985,1987,3,29,28,3,3,1,1,0,1,0,0,4,0,3,2,0,0.107,1
